"productId","title","productType","handle","metaTitle","currentMetaDescription","status"
"gid://shopify/Product/8490978640061","Spooky Season Mock Neck Reversible Halloween Sweatshirt","Women's Sweatshirts","spooky-season-mock-neck-reversible-halloween-sweatshirt",,"Shop Spooky Season Mock Neck Reversible Halloween Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your","generic"
"gid://shopify/Product/8490978836669","Rhinestone Slit Flare Sleeve Cape Maxi Dress","Women's Dresses","rhinestone-slit-flare-sleeve-cape-maxi-dress",,"Shop Rhinestone Slit Flare Sleeve Cape Maxi Dress. Discover quality women's dresses designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at Vennix","generic"
"gid://shopify/Product/8490979033277","Gothic Charm Choker Necklace","Necklaces","gothic-charm-choker-necklace",,"Shop Gothic Charm Choker Necklace. Discover quality necklaces designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490979197117","Sequin Long Sleeve Knit Cover Up","Women's Tops","sequin-long-sleeve-knit-cover-up",,"Shop Sequin Long Sleeve Knit Cover Up. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490979393725","Gothic Lace Choker Necklace with Teardrop Dangle Charms","Necklaces","gothic-lace-choker-necklace-with-teardrop-dangle-charms",,"Shop Gothic Lace Choker Necklace with Teardrop Dangle Charms. Discover quality necklaces designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490979623101","18K Gold-Plated Zircon Chain Necklace","Necklaces","18k-gold-plated-zircon-chain-necklace",,"Shop 18K Gold-Plated Zircon Chain Necklace. Discover quality necklaces designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490979819709","Bat-Wing Shaped Gothic Sunglasses","Sunglasses","bat-wing-shaped-gothic-sunglasses",,"Shop Bat-Wing Shaped Gothic Sunglasses. Discover quality sunglasses designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490980081853","V Neck Short Sleeve Geometric Sweater","Women's Sweaters","v-neck-short-sleeve-geometric-sweater",,"Shop V Neck Short Sleeve Geometric Sweater. Discover quality women's sweaters designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490980343997","Cable-Knit Dropped Shoulder Sweater","Women's Sweaters","cable-knit-dropped-shoulder-sweater",,"Shop Cable-Knit Dropped Shoulder Sweater. Discover quality women's sweaters designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490980573373","Halloween Spooky Letter Graphic Round Neck Casual T Shirt","Women's Tops","halloween-spooky-letter-graphic-round-neck-casual-t-shirt",,"Shop Halloween Spooky Letter Graphic Round Neck Casual T Shirt. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your","generic"
"gid://shopify/Product/8490980769981","PUMPKIN SEASON Oversized Pullover Sweatshirt","Women's Sweatshirts","pumpkin-season-oversized-pullover-sweatshirt",,"Shop PUMPKIN SEASON Oversized Pullover Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at","generic"
"gid://shopify/Product/8490980901053","Double Take Full Size Half Zip Exposed Seam Fleece Hoodie","Women's Sweatshirts","double-take-full-size-half-zip-exposed-seam-fleece-hoodie",,"Shop Double Take Full Size Half Zip Exposed Seam Fleece Hoodie. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find","generic"
"gid://shopify/Product/8490981097661","Gothic Rose Cross Dangle Necklace","Necklaces","gothic-rose-cross-dangle-necklace",,"Shop Gothic Rose Cross Dangle Necklace. Discover quality necklaces designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490981294269","Gothic Cross Pendant Necklace","Necklaces","gothic-cross-pendant-necklace",,"Shop Gothic Cross Pendant Necklace. Discover quality necklaces designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490981490877","Skeleton Long Sleeve T-Shirt","Women's Tops","skeleton-long-sleeve-t-shirt",,"Shop Skeleton Long Sleeve T-Shirt. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490981687485","Full Size Cat and Pumpkin V-Neck Sweater Plus Size","Women's Sweaters","full-size-cat-and-pumpkin-v-neck-sweater-plus-size",,"Shop Full Size Cat and Pumpkin V-Neck Sweater Plus Size. Discover quality women's sweaters designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your","generic"
"gid://shopify/Product/8490981916861","Sequin Pumpkin Spooky Halloween Sweatshirt","Women's Sweatshirts","sequin-pumpkin-spooky-halloween-sweatshirt",,"Shop Sequin Pumpkin Spooky Halloween Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490982113469","Halloween Pumpkin Print Long Sleeve Home Wear Lounge Set","Women's Sets","halloween-pumpkin-print-long-sleeve-home-wear-lounge-set",,"Shop Halloween Pumpkin Print Long Sleeve Home Wear Lounge Set. Discover quality women's sets designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490982310077","Polka Dot Dropped Shoulder Sweatshirt","Women's Sweatshirts","polka-dot-dropped-shoulder-sweatshirt",,"Shop Polka Dot Dropped Shoulder Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490982572221","Lace Trim Ruffle Mini Skirt","Women's Skirts","lace-trim-ruffle-mini-skirt",,"Shop Lace Trim Ruffle Mini Skirt. Discover quality women's skirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490982736061","Double Take Full Size Printed Ruffle Trim Balloon Sleeve Shirt Plus Size","Women's Tops","double-take-full-size-printed-ruffle-trim-balloon-sleeve-shirt-plus-size",,"Shop Double Take Full Size Printed Ruffle Trim Balloon Sleeve Shirt Plus Size. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today","generic"
"gid://shopify/Product/8490982899901","Gothic Star and Cross Charm Choker Necklace","Necklaces","gothic-star-and-cross-charm-choker-necklace",,"Shop Gothic Star and Cross Charm Choker Necklace. Discover quality necklaces designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490983030973","Rhinestone Slit Maxi Dress with Sheer Cape Sleeves","Women's Dresses","rhinestone-slit-maxi-dress-with-sheer-cape-sleeves",,"Shop Rhinestone Slit Maxi Dress with Sheer Cape Sleeves. Discover quality women's dresses designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490983227581","Full Size Halloween Ghost Applique Short Sleeve T-Shirt Plus Size","Women's Tops","full-size-halloween-ghost-applique-short-sleeve-t-shirt-plus-size",,"Shop Full Size Halloween Ghost Applique Short Sleeve T-Shirt Plus Size. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find","generic"
"gid://shopify/Product/8490983456957","Drop Shoulder Long Sleeve Round Neck Halloween Sweater","Women's Sweaters","drop-shoulder-long-sleeve-round-neck-halloween-sweater",,"Shop Drop Shoulder Long Sleeve Round Neck Halloween Sweater. Discover quality women's sweaters designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490983686333","Ghost/ BOO Reversible Print Mock Neck Casual Sweatshirt","Women's Sweatshirts","ghost-boo-reversible-print-mock-neck-casual-sweatshirt",,"Shop Ghost/ BOO Reversible Print Mock Neck Casual Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your","generic"
"gid://shopify/Product/8490983882941","Lace Hem Lapel Collar Blazer","Women's Outerwear","lace-hem-lapel-collar-blazer",,"Shop Lace Hem Lapel Collar Blazer. Discover quality women's outerwear designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490984112317","Halloween Skeleton Print Color Block Sweatshirt","Women's Sweatshirts","halloween-skeleton-print-color-block-sweatshirt",,"Shop Halloween Skeleton Print Color Block Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490984308925","Halloween Leopard Pumpkin Patchwork Ribbed Sweatshirt","Women's Sweatshirts","halloween-leopard-pumpkin-patchwork-ribbed-sweatshirt",,"Shop Halloween Leopard Pumpkin Patchwork Ribbed Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490984505533","Halloween Ghost Embroidered Casual Sweatshirt","Women's Sweatshirts","halloween-ghost-embroidered-casual-sweatshirt",,"Shop Halloween Ghost Embroidered Casual Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490984669373","Sweetheart Neck Sheer Lace Maxi Dress","Women's Dresses","sweetheart-neck-sheer-lace-maxi-dress",,"Shop Sweetheart Neck Sheer Lace Maxi Dress. Discover quality women's dresses designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490984833213","Halloween Pumpkin Floral Round Neck Sweatshirt","Women's Sweatshirts","halloween-pumpkin-floral-round-neck-sweatshirt",,"Shop Halloween Pumpkin Floral Round Neck Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490985062589","Plaid Sleeve Colorblock Loose Tunic Sweatshirt","Women's Sweatshirts","plaid-sleeve-colorblock-loose-tunic-sweatshirt",,"Shop Plaid Sleeve Colorblock Loose Tunic Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490985226429","Lace V-Neck Tank","Women's Tops","lace-v-neck-tank",,"Shop Lace V-Neck Tank. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490985291965","Floral Lace Crochet Tiered Ruffled Mini Dress","Women's Dresses","floral-lace-crochet-tiered-ruffled-mini-dress",,"Shop Floral Lace Crochet Tiered Ruffled Mini Dress. Discover quality women's dresses designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490985324733","Full Size Skull Pumpkin Face STAY SPOOKY Graphic Halloween T Shirt Plus Size","Women's Tops","full-size-skull-pumpkin-face-stay-spooky-graphic-halloween-t-shirt-plus-size",,"Shop Full Size Skull Pumpkin Face STAY SPOOKY Graphic Halloween T Shirt Plus Size. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your","generic"
"gid://shopify/Product/8490985423037","Halloween Pumpkin and Cat Pattern Knit Round Neck Sweater","Women's Sweaters","halloween-pumpkin-and-cat-pattern-knit-round-neck-sweater",,"Shop Halloween Pumpkin and Cat Pattern Knit Round Neck Sweater. Discover quality women's sweaters designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490985488573","Lace V-Neck Sleeveless Maxi Dress","Women's Dresses","lace-v-neck-sleeveless-maxi-dress",,"Shop Lace V-Neck Sleeveless Maxi Dress. Discover quality women's dresses designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490985554109","Lace Hem One Button Blazer","Women's Outerwear","lace-hem-one-button-blazer",,"Shop Lace Hem One Button Blazer. Discover quality women's outerwear designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490985586877","Sequin Autumn Leaf & Coffee Cup Waffle Knit Top","Women's Tops","sequin-autumn-leaf-coffee-cup-waffle-knit-top",,"Shop Sequin Autumn Leaf & Coffee Cup Waffle Knit Top. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your","generic"
"gid://shopify/Product/8490985652413","Halloween Pumpkin Open Front Knit Cardigan","Women's Sweaters","halloween-pumpkin-open-front-knit-cardigan",,"Shop Halloween Pumpkin Open Front Knit Cardigan. Discover quality women's sweaters designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490985685181","Sequin Ghost Exposed Seam Mock Neck Sweatshirt","Women's Sweatshirts","sequin-ghost-exposed-seam-mock-neck-sweatshirt",,"Shop Sequin Ghost Exposed Seam Mock Neck Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your","generic"
"gid://shopify/Product/8490985717949","Dancing Critters Sequin Halloween Crewneck Sweatshirt","Women's Sweatshirts","dancing-critters-sequin-halloween-crewneck-sweatshirt",,"Shop Dancing Critters Sequin Halloween Crewneck Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at","generic"
"gid://shopify/Product/8490985750717","Patchwork Pumpkin Graphic Corded Ribbed Round Neck Tunic Sweatshirt","Women's Sweatshirts","patchwork-pumpkin-graphic-corded-ribbed-round-neck-tunic-sweatshirt",,"Shop Patchwork Pumpkin Graphic Corded Ribbed Round Neck Tunic Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and","generic"
"gid://shopify/Product/8490985783485","Crochet Lace Strapless Boned Corset Lace‑Up Waist Cincher Tube Top","Women's Tops","crochet-lace-strapless-boned-corset-lace-up-waist-cincher-tube-top",,"Shop Crochet Lace Strapless Boned Corset Lace‑Up Waist Cincher Tube Top. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find","generic"
"gid://shopify/Product/8490985849021","Sequin Halloween Pumpkin Pattern V Neck Tee and Drawstring Bottoms Casual Set","Women's Sets","sequin-halloween-pumpkin-pattern-v-neck-tee-and-drawstring-bottoms-casual-set",,"Shop Sequin Halloween Pumpkin Pattern V Neck Tee and Drawstring Bottoms Casual Set. Discover quality women's sets designed for everyday style, comfort and easy wear. Refresh your wardrobe today","generic"
"gid://shopify/Product/8490985881789","Short Sleeve Pumpkin Print Polka Dot Trim Pocket Placket Lounge Set","Women's Sets","short-sleeve-pumpkin-print-polka-dot-trim-pocket-placket-lounge-set",,"Shop Short Sleeve Pumpkin Print Polka Dot Trim Pocket Placket Lounge Set. Discover quality women's sets designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490985947325","Embroidered Spooky Season Long Sleeve Round Neck Sweatshirt","Women's Sweatshirts","embroidered-spooky-season-long-sleeve-round-neck-sweatshirt",,"Shop Embroidered Spooky Season Long Sleeve Round Neck Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your","generic"
"gid://shopify/Product/8490986012861","Full Size Spooky Sequin Letter Patched Cotton Blend T Shirt Plus Size","Women's Tops","full-size-spooky-sequin-letter-patched-cotton-blend-t-shirt-plus-size",,"Shop Full Size Spooky Sequin Letter Patched Cotton Blend T Shirt Plus Size. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your","generic"
"gid://shopify/Product/8490986078397","Corded Ribbed Farm Fresh Pumpkins Graphic Sweatshirt","Women's Sweatshirts","corded-ribbed-farm-fresh-pumpkins-graphic-sweatshirt",,"Shop Corded Ribbed Farm Fresh Pumpkins Graphic Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new","generic"
"gid://shopify/Product/8490986111165","Elegant 3D Lace Trim High‑Waist A‑Line Midi Skirt","Women's Skirts","elegant-3d-lace-trim-high-waist-a-line-midi-skirt",,"Shop Elegant 3D Lace Trim High‑Waist A‑Line Midi Skirt. Discover quality women's skirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490986143933","Full Size Halloween Sequin Ghost Print Short Sleeve Casual T-Shirt Plus Size","Women's Tops","full-size-halloween-sequin-ghost-print-short-sleeve-casual-t-shirt-plus-size",,"Shop Full Size Halloween Sequin Ghost Print Short Sleeve Casual T-Shirt Plus Size. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today","generic"
"gid://shopify/Product/8490986176701","Gothic Multi-Layered Beaded Necklace","Necklaces","gothic-multi-layered-beaded-necklace",,"Shop Gothic Multi-Layered Beaded Necklace. Discover quality necklaces designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490986275005","Sequin High Slit Sleeveless Maxi Dress","Women's Dresses","sequin-high-slit-sleeveless-maxi-dress",,"Shop Sequin High Slit Sleeveless Maxi Dress. Discover quality women's dresses designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490986471613","Halloween Ghost Pattern Checkerboard Sweater","Women's Sweaters","halloween-ghost-pattern-checkerboard-sweater",,"Shop Halloween Ghost Pattern Checkerboard Sweater. Discover quality women's sweaters designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490986668221","Lace-Trimmed Keyhole Long Sleeve T-Shirt","Women's Tops","lace-trimmed-keyhole-long-sleeve-t-shirt",,"Shop Lace-Trimmed Keyhole Long Sleeve T-Shirt. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490986766525","Patchwork Plaid Pumpkin Face Long Sleeve Top","Women's Tops","patchwork-plaid-pumpkin-face-long-sleeve-top",,"Shop Patchwork Plaid Pumpkin Face Long Sleeve Top. Discover quality women's tops designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490986799293","Rhinestone Pumpkin Long Sleeve Sweatshirt","Women's Sweatshirts","rhinestone-pumpkin-long-sleeve-sweatshirt",,"Shop Rhinestone Pumpkin Long Sleeve Sweatshirt. Discover quality women's sweatshirts designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
"gid://shopify/Product/8490986832061","Elegant Lace Long Sleeve Mini Dress","Women's Dresses","elegant-lace-long-sleeve-mini-dress",,"Shop Elegant Lace Long Sleeve Mini Dress. Discover quality women's dresses designed for everyday style, comfort and easy wear. Refresh your wardrobe today and find your new favorite at VennixStore.","generic"
